time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,3,0.333333,0.465604,0.0203765,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
1,2,0.5,0.465812,0.0202494,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
2,3,0.333333,0.46626,0.0203861,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
3,2,0.5,0.465747,0.0203361,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
4,2,0.5,0.4656,0.0202643,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
5,2,0.5,0.466073,0.0201926,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
6,2,0.5,0.465611,0.0203764,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
7,2,0.5,0.465624,0.0203494,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
8,2,0.5,0.466067,0.0202824,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
9,2,0.5,0.465615,0.0202226,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
10,2,0.5,0.46565,0.0202788,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
11,2,0.5,0.465789,0.0203891,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
12,2,0.5,0.465617,0.0203511,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
13,2,0.5,0.465617,0.0203941,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
14,2,0.5,0.465831,0.0203631,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
15,2,0.5,0.46552,0.0202005,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
16,2,0.5,0.465658,0.020206,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
17,2,0.5,0.46611,0.0203587,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
18,2,0.5,0.465617,0.0203246,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
19,2,0.5,0.465631,0.0204111,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
20,2,0.5,0.465785,0.0202278,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
21,2,0.5,0.466517,0.0201851,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
22,2,0.5,0.465587,0.020282,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
23,2,0.5,0.465836,0.0203459,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
24,3,0.333333,0.465668,0.0204234,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
25,2,0.5,0.465822,0.0204864,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
26,2,0.5,0.465651,0.0202999,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
27,2,0.5,0.465637,0.0203162,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
28,2,0.5,0.466038,0.0204051,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
29,2,0.5,0.465674,0.0202718,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
30,2,0.5,0.465678,0.0203343,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
31,2,0.5,0.465646,0.0202792,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
32,2,0.5,0.466103,0.0205739,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
33,2,0.5,0.465635,0.0203802,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
34,2,0.5,0.46565,0.020333,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
35,2,0.5,0.466275,0.0203922,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
36,2,0.5,0.465724,0.0202461,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
37,2,0.5,0.465618,0.0204443,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
38,2,0.5,0.465822,0.0203581,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
39,2,0.5,0.465621,0.0203893,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
40,2,0.5,0.465616,0.0202027,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
41,2,0.5,0.465783,0.0203691,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
42,2,0.5,0.465568,0.0203001,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
43,3,0.333333,0.465586,0.0203348,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
44,2,0.5,0.466209,0.0203064,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
45,2,0.5,0.465687,0.0203753,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
46,2,0.5,0.465664,0.0204168,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
47,2,0.5,0.465818,0.0203486,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
48,2,0.5,0.465136,0.0203428,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
49,2,0.5,0.465593,0.0202892,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
50,2,0.5,0.46607,0.0203567,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
51,2,0.5,0.465621,0.0203027,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
52,2,0.5,0.465833,0.0201868,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
53,2,0.5,0.465856,0.0202724,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
54,2,0.5,0.465663,0.0202562,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
55,2,0.5,0.465647,0.0202186,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
56,2,0.5,0.466072,0.0201948,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
57,2,0.5,0.465804,0.0201972,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
58,2,0.5,0.465617,0.0202967,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
59,2,0.5,0.466214,0.0202179,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
60,2,0.5,0.465659,0.0203076,5832000,5832000,0,0,2916000,0,0,31,0.5,0,0,
Total,2.1,30.5, , , , , ,
