time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,7,0.142857,0.145904,0.0205852,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
1,6,0.166667,0.145961,0.0206987,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
2,6,0.166667,0.145926,0.0205906,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
3,6,0.166667,0.1459,0.0205482,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
4,6,0.166667,0.145952,0.020637,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
5,6,0.166667,0.145933,0.0207731,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
6,6,0.166667,0.145909,0.0206002,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
7,6,0.166667,0.145963,0.0206022,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
8,6,0.166667,0.145888,0.0206677,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
9,6,0.166667,0.145969,0.0205508,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
10,6,0.166667,0.146319,0.0207234,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
11,6,0.166667,0.145954,0.0205429,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
12,6,0.166667,0.146155,0.0205574,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
13,5,0.2,0.145933,0.0205999,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
14,6,0.166667,0.146074,0.0206322,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
15,6,0.166667,0.145953,0.0204244,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
16,6,0.166667,0.146319,0.0205087,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
17,6,0.166667,0.145906,0.0203924,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
18,6,0.166667,0.145976,0.0205209,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
19,6,0.166667,0.145899,0.0205828,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
20,6,0.166667,0.145968,0.0205624,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
21,6,0.166667,0.145976,0.0205649,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
22,6,0.166667,0.145955,0.0204726,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
23,5,0.2,0.145941,0.0206985,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
24,6,0.166667,0.145951,0.0205622,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
25,6,0.166667,0.145916,0.0206363,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
26,6,0.166667,0.145907,0.0205817,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
27,6,0.166667,0.145946,0.0205139,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
28,6,0.166667,0.145938,0.0205851,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
29,6,0.166667,0.145959,0.0205961,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
30,6,0.166667,0.146106,0.0205956,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
31,6,0.166667,0.145908,0.0206161,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
32,6,0.166667,0.145958,0.0205962,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
33,6,0.166667,0.145911,0.0206944,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
34,6,0.166667,0.145945,0.0206411,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
35,6,0.166667,0.14614,0.0205768,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
36,6,0.166667,0.145917,0.0205008,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
37,6,0.166667,0.145935,0.0207079,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
38,6,0.166667,0.14591,0.0206433,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
39,6,0.166667,0.145947,0.020398,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
40,6,0.166667,0.145917,0.0206907,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
41,5,0.2,0.146309,0.0206281,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
42,6,0.166667,0.145893,0.0206046,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
43,6,0.166667,0.145943,0.0206395,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
44,6,0.166667,0.145893,0.0205334,5832000,5832000,0,0,2916000,0,0,46,0.5,0,0,
