time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,79,0.0126582,0.0105491,0.00158451,443392,443392,0,0,277120,0,0,21,0.6,0,0,
1,78,0.0128205,0.0107163,0.00158662,443392,443392,0,0,277120,0,0,21,0.6,0,0,
2,79,0.0126582,0.0105014,0.00162826,443392,443392,0,0,277120,0,0,21,0.6,0,0,
3,79,0.0126582,0.0107044,0.00160435,443392,443392,0,0,277120,0,0,21,0.6,0,0,
4,78,0.0128205,0.0107106,0.0016191,443392,443392,0,0,277120,0,0,21,0.6,0,0,
5,78,0.0128205,0.0107019,0.00158173,443392,443392,0,0,277120,0,0,21,0.6,0,0,
6,79,0.0126582,0.0105057,0.00159037,443392,443392,0,0,277120,0,0,21,0.6,0,0,
7,75,0.0133333,0.0105012,0.00163674,443392,443392,0,0,277120,0,0,21,0.6,0,0,
8,78,0.0128205,0.0105461,0.00161418,443392,443392,0,0,277120,0,0,21,0.6,0,0,
9,79,0.0126582,0.0105026,0.00161568,443392,443392,0,0,277120,0,0,21,0.6,0,0,
10,78,0.0128205,0.0107483,0.00159526,443392,443392,0,0,277120,0,0,21,0.6,0,0,
11,79,0.0126582,0.0105012,0.00158307,443392,443392,0,0,277120,0,0,21,0.6,0,0,
12,79,0.0126582,0.0107169,0.00159094,443392,443392,0,0,277120,0,0,21,0.6,0,0,
13,78,0.0128205,0.0105468,0.00162282,443392,443392,0,0,277120,0,0,21,0.6,0,0,
14,79,0.0126582,0.0107046,0.0016049,443392,443392,0,0,277120,0,0,21,0.6,0,0,
15,78,0.0128205,0.0107205,0.00160915,443392,443392,0,0,277120,0,0,21,0.6,0,0,
16,79,0.0126582,0.0107948,0.00159203,443392,443392,0,0,277120,0,0,21,0.6,0,0,
17,79,0.0126582,0.0108735,0.00158512,443392,443392,0,0,277120,0,0,21,0.6,0,0,
18,79,0.0126582,0.0107363,0.00161578,443392,443392,0,0,277120,0,0,21,0.6,0,0,
19,79,0.0126582,0.0107879,0.00159971,443392,443392,0,0,277120,0,0,21,0.6,0,0,
20,79,0.0126582,0.0105795,0.00161754,443392,443392,0,0,277120,0,0,21,0.6,0,0,
21,79,0.0126582,0.0105053,0.00161059,443392,443392,0,0,277120,0,0,21,0.6,0,0,
22,79,0.0126582,0.0107161,0.00160298,443392,443392,0,0,277120,0,0,21,0.6,0,0,
23,79,0.0126582,0.0107202,0.00160426,443392,443392,0,0,277120,0,0,21,0.6,0,0,
24,78,0.0128205,0.0106994,0.00159846,443392,443392,0,0,277120,0,0,21,0.6,0,0,
25,79,0.0126582,0.0105649,0.0016001,443392,443392,0,0,277120,0,0,21,0.6,0,0,
26,79,0.0126582,0.0105056,0.00159587,443392,443392,0,0,277120,0,0,21,0.6,0,0,
27,79,0.0126582,0.0105026,0.00159869,443392,443392,0,0,277120,0,0,21,0.6,0,0,
28,79,0.0126582,0.0107141,0.00159834,443392,443392,0,0,277120,0,0,21,0.6,0,0,
29,79,0.0126582,0.0105079,0.0016065,443392,443392,0,0,277120,0,0,21,0.6,0,0,
30,79,0.0126582,0.0107929,0.00158163,443392,443392,0,0,277120,0,0,21,0.6,0,0,
31,79,0.0126582,0.0105019,0.00158765,443392,443392,0,0,277120,0,0,21,0.6,0,0,
32,79,0.0126582,0.0107121,0.00158573,443392,443392,0,0,277120,0,0,21,0.6,0,0,
33,78,0.0128205,0.0107433,0.0016049,443392,443392,0,0,277120,0,0,21,0.6,0,0,
34,75,0.0133333,0.0105819,0.00159997,443392,443392,0,0,277120,0,0,21,0.6,0,0,
35,79,0.0126582,0.0107186,0.00160045,443392,443392,0,0,277120,0,0,21,0.6,0,0,
36,78,0.0128205,0.0105749,0.00161446,443392,443392,0,0,277120,0,0,21,0.6,0,0,
37,79,0.0126582,0.0105026,0.00162902,443392,443392,0,0,277120,0,0,21,0.6,0,0,
38,78,0.0128205,0.0107,0.00162906,443392,443392,0,0,277120,0,0,21,0.6,0,0,
39,79,0.0126582,0.0105079,0.00160298,443392,443392,0,0,277120,0,0,21,0.6,0,0,
40,78,0.0128205,0.010589,0.00160698,443392,443392,0,0,277120,0,0,21,0.6,0,0,
41,79,0.0126582,0.0105028,0.00159578,443392,443392,0,0,277120,0,0,21,0.6,0,0,
