time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,79,0.0126582,0.0107099,0.00158483,443392,443392,0,0,443392,0,0,21,1,0,0,
1,79,0.0126582,0.0105031,0.00159318,443392,443392,0,0,443392,0,0,21,1,0,0,
2,78,0.0128205,0.0107182,0.00160218,443392,443392,0,0,443392,0,0,21,1,0,0,
3,79,0.0126582,0.0108449,0.00158906,443392,443392,0,0,443392,0,0,21,1,0,0,
4,79,0.0126582,0.0107125,0.00158717,443392,443392,0,0,443392,0,0,21,1,0,0,
5,79,0.0126582,0.0107219,0.00159917,443392,443392,0,0,443392,0,0,21,1,0,0,
6,79,0.0126582,0.010711,0.00161114,443392,443392,0,0,443392,0,0,21,1,0,0,
7,79,0.0126582,0.0107147,0.00159238,443392,443392,0,0,443392,0,0,21,1,0,0,
8,79,0.0126582,0.0107832,0.0015793,443392,443392,0,0,443392,0,0,21,1,0,0,
9,79,0.0126582,0.0107057,0.0016104,443392,443392,0,0,443392,0,0,21,1,0,0,
10,79,0.0126582,0.0107222,0.0015936,443392,443392,0,0,443392,0,0,21,1,0,0,
11,79,0.0126582,0.0107052,0.00158061,443392,443392,0,0,443392,0,0,21,1,0,0,
12,80,0.0125,0.0105047,0.00159082,443392,443392,0,0,443392,0,0,21,1,0,0,
13,78,0.0128205,0.0107103,0.0015879,443392,443392,0,0,443392,0,0,21,1,0,0,
14,80,0.0125,0.0105477,0.00156691,443392,443392,0,0,443392,0,0,21,1,0,0,
15,79,0.0126582,0.0107159,0.00162486,443392,443392,0,0,443392,0,0,21,1,0,0,
16,79,0.0126582,0.0105926,0.00158125,443392,443392,0,0,443392,0,0,21,1,0,0,
17,79,0.0126582,0.0107036,0.00162797,443392,443392,0,0,443392,0,0,21,1,0,0,
18,79,0.0126582,0.0107901,0.00159229,443392,443392,0,0,443392,0,0,21,1,0,0,
19,79,0.0126582,0.0107103,0.00161149,443392,443392,0,0,443392,0,0,21,1,0,0,
20,77,0.012987,0.0107156,0.00159862,443392,443392,0,0,443392,0,0,21,1,0,0,
21,79,0.0126582,0.0107162,0.00159846,443392,443392,0,0,443392,0,0,21,1,0,0,
22,79,0.0126582,0.0107006,0.0016071,443392,443392,0,0,443392,0,0,21,1,0,0,
23,79,0.0126582,0.0107106,0.00160128,443392,443392,0,0,443392,0,0,21,1,0,0,
24,79,0.0126582,0.0107059,0.00163242,443392,443392,0,0,443392,0,0,21,1,0,0,
25,79,0.0126582,0.0108173,0.00162301,443392,443392,0,0,443392,0,0,21,1,0,0,
26,79,0.0126582,0.0108254,0.00157824,443392,443392,0,0,443392,0,0,21,1,0,0,
27,79,0.0126582,0.0107808,0.00157082,443392,443392,0,0,443392,0,0,21,1,0,0,
28,79,0.0126582,0.0107134,0.00159917,443392,443392,0,0,443392,0,0,21,1,0,0,
29,80,0.0125,0.0105026,0.00156637,443392,443392,0,0,443392,0,0,21,1,0,0,
30,79,0.0126582,0.0105024,0.00159939,443392,443392,0,0,443392,0,0,21,1,0,0,
31,79,0.0126582,0.0105046,0.00158662,443392,443392,0,0,443392,0,0,21,1,0,0,
32,79,0.0126582,0.0105524,0.00160979,443392,443392,0,0,443392,0,0,21,1,0,0,
33,79,0.0126582,0.0105507,0.00159626,443392,443392,0,0,443392,0,0,21,1,0,0,
34,79,0.0126582,0.0105045,0.00161661,443392,443392,0,0,443392,0,0,21,1,0,0,
35,78,0.0128205,0.0107148,0.00159158,443392,443392,0,0,443392,0,0,21,1,0,0,
36,80,0.0125,0.0108006,0.00160589,443392,443392,0,0,443392,0,0,21,1,0,0,
37,79,0.0126582,0.0107137,0.00160333,443392,443392,0,0,443392,0,0,21,1,0,0,
38,79,0.0126582,0.0107857,0.00158314,443392,443392,0,0,443392,0,0,21,1,0,0,
39,79,0.0126582,0.0107081,0.00159398,443392,443392,0,0,443392,0,0,21,1,0,0,
40,79,0.0126582,0.0107805,0.00163642,443392,443392,0,0,443392,0,0,21,1,0,0,
41,79,0.0126582,0.0107283,0.00159834,443392,443392,0,0,443392,0,0,21,1,0,0,
42,79,0.0126582,0.0107011,0.00161478,443392,443392,0,0,443392,0,0,21,1,0,0,
43,79,0.0126582,0.0107439,0.00161251,443392,443392,0,0,443392,0,0,21,1,0,0,
44,78,0.0128205,0.0109285,0.00163229,443392,443392,0,0,443392,0,0,21,1,0,0,
45,79,0.0126582,0.010704,0.00161187,443392,443392,0,0,443392,0,0,21,1,0,0,
46,75,0.0133333,0.0107231,0.00161811,443392,443392,0,0,443392,0,0,21,1,0,0,
47,79,0.0126582,0.0107831,0.00160378,443392,443392,0,0,443392,0,0,21,1,0,0,
48,79,0.0126582,0.0107839,0.0016128,443392,443392,0,0,443392,0,0,21,1,0,0,
49,79,0.0126582,0.0107273,0.00159965,443392,443392,0,0,443392,0,0,21,1,0,0,
50,80,0.0125,0.0105031,0.0016088,443392,443392,0,0,443392,0,0,21,1,0,0,
51,78,0.0128205,0.0107178,0.00158198,443392,443392,0,0,443392,0,0,21,1,0,0,
52,79,0.0126582,0.0107057,0.00163782,443392,443392,0,0,443392,0,0,21,1,0,0,
53,79,0.0126582,0.0107742,0.00162464,443392,443392,0,0,443392,0,0,21,1,0,0,
54,79,0.0126582,0.0107069,0.00158096,443392,443392,0,0,443392,0,0,21,1,0,0,
55,79,0.0126582,0.010547,0.00160646,443392,443392,0,0,443392,0,0,21,1,0,0,
56,79,0.0126582,0.0105897,0.00160208,443392,443392,0,0,443392,0,0,21,1,0,0,
57,79,0.0126582,0.0105043,0.00159638,443392,443392,0,0,443392,0,0,21,1,0,0,
58,79,0.0126582,0.0105014,0.00159507,443392,443392,0,0,443392,0,0,21,1,0,0,
59,78,0.0128205,0.0107054,0.00159994,443392,443392,0,0,443392,0,0,21,1,0,0,
60,79,0.0126582,0.0108274,0.00159168,443392,443392,0,0,443392,0,0,21,1,0,0,
Total,80.2,30.5, , , , , ,
