time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,67,0.0149254,0.0069808,0.00527686,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
1,78,0.0128205,0.00698019,0.00528403,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
2,40,0.025,0.0071721,0.0052575,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
3,79,0.0126582,0.00716307,0.00525427,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
4,79,0.0126582,0.00698163,0.00524733,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
5,78,0.0128205,0.00716547,0.00525414,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
6,78,0.0128205,0.00716858,0.00523862,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
7,79,0.0126582,0.00698003,0.00518054,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
8,78,0.0128205,0.00697968,0.00525533,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
9,78,0.0128205,0.00716614,0.00525274,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
10,79,0.0126582,0.00698048,0.00526691,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
11,78,0.0128205,0.00716646,0.00528627,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
12,78,0.0128205,0.00717232,0.00529626,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
13,79,0.0126582,0.00697978,0.00525773,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
14,78,0.0128205,0.0071673,0.00530906,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
15,78,0.0128205,0.00697562,0.00524979,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
16,79,0.0126582,0.00698051,0.00529632,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
17,78,0.0128205,0.00716538,0.00529251,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
18,78,0.0128205,0.00716723,0.00530035,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
19,79,0.0126582,0.0069807,0.0052087,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
20,78,0.0128205,0.00716528,0.00525072,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
21,79,0.0126582,0.00697955,0.00532227,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
22,78,0.0128205,0.00698064,0.00526227,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
23,78,0.0128205,0.0071688,0.00529142,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
24,78,0.0128205,0.0069735,0.00529635,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
25,79,0.0126582,0.00698016,0.00524726,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
26,78,0.0128205,0.0069808,0.00530304,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
27,78,0.0128205,0.00697568,0.00524739,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
28,79,0.0126582,0.00698099,0.0052657,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
29,55,0.0181818,0.00697946,0.00528842,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
30,78,0.0128205,0.00697987,0.00529296,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
31,78,0.0128205,0.00698045,0.00527846,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
32,78,0.0128205,0.00716717,0.00531786,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
33,78,0.0128205,0.00716416,0.00532787,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
34,78,0.0128205,0.00698016,0.0053616,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
35,79,0.0126582,0.00697962,0.00532854,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
36,78,0.0128205,0.00716397,0.00530118,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
37,78,0.0128205,0.00697565,0.00530323,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
38,79,0.0126582,0.00716365,0.00526781,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
39,78,0.0128205,0.00716592,0.00524813,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
40,79,0.0126582,0.00697949,0.00529107,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
41,78,0.0128205,0.00716598,0.00528701,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
42,79,0.0126582,0.00698099,0.00524374,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
43,78,0.0128205,0.00716637,0.00528781,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
44,78,0.0128205,0.00697571,0.00527677,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
45,79,0.0126582,0.00698054,0.00528573,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
46,78,0.0128205,0.00716838,0.00524301,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
47,78,0.0128205,0.00716797,0.00532602,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
48,79,0.0126582,0.00697968,0.00530957,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
49,78,0.0128205,0.00697891,0.00529891,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
50,78,0.0128205,0.00697984,0.00526291,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
51,78,0.0128205,0.00697965,0.00526336,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
52,78,0.0128205,0.00716486,0.00525654,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
53,78,0.0128205,0.00716669,0.0052879,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
54,79,0.0126582,0.00698003,0.00533558,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
55,78,0.0128205,0.0071721,0.0053249,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
56,74,0.0135135,0.00697968,0.00524851,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
57,78,0.0128205,0.00716883,0.00528573,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
58,78,0.0128205,0.00717014,0.00529142,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
59,79,0.0126582,0.00698003,0.00526448,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
60,78,0.0128205,0.00716608,0.0052937,1508352,1508352,0,0,754176,0,0,59,0.5,0,0,
Total,78.3333,30.5, , , , , ,
