time,fps,cpums,cms,gms,expectedp,loadedp,shaderp_comp,shaderp_grph, expectedc,shaderc,threadcount, sidelen,density,PERR,CERR
0,43,0.0232558,0.0095159,0.00665459,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
1,44,0.0227273,0.00955456,0.00656438,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
2,59,0.0169492,0.00955053,0.00659488,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
3,60,0.0166667,0.00936678,0.00660205,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
4,60,0.0166667,0.00955206,0.00663002,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
5,60,0.0166667,0.0095505,0.00656374,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
6,60,0.0166667,0.00954973,0.00663322,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
7,61,0.0163934,0.00935514,0.00665133,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
8,60,0.0166667,0.00936179,0.00658179,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
9,60,0.0166667,0.00955194,0.00658189,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
10,60,0.0166667,0.00955402,0.00656614,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
11,60,0.0166667,0.00955046,0.00663686,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
12,60,0.0166667,0.00955238,0.00659702,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
13,60,0.0166667,0.0095519,0.00660083,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
14,60,0.0166667,0.00955091,0.00661462,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
15,61,0.0163934,0.00936022,0.006656,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
16,60,0.0166667,0.00936077,0.00656208,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
17,60,0.0166667,0.00936237,0.0065993,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
18,60,0.0166667,0.00936182,0.00661434,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
19,60,0.0166667,0.00936262,0.00665702,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
20,60,0.0166667,0.00955562,0.0067144,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
21,60,0.0166667,0.0095471,0.00659395,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
22,61,0.0163934,0.00935427,0.00661123,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
23,60,0.0166667,0.00936269,0.00665958,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
24,60,0.0166667,0.00936333,0.00665606,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
25,60,0.0166667,0.00952429,0.0066423,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
26,60,0.0166667,0.00936118,0.00665536,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
27,60,0.0166667,0.00936272,0.0065864,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
28,56,0.0178571,0.00955469,0.00658237,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
29,61,0.0163934,0.00936128,0.00657706,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
30,60,0.0166667,0.00955677,0.00660909,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
31,60,0.0166667,0.00955552,0.00663722,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
32,60,0.0166667,0.00954909,0.00657642,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
33,61,0.0163934,0.00936285,0.00658102,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
34,60,0.0166667,0.00954941,0.00657866,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
35,61,0.0163934,0.00936179,0.00661862,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
36,60,0.0166667,0.00955187,0.00663024,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
37,60,0.0166667,0.00955462,0.00660214,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
38,60,0.0166667,0.00955235,0.00664768,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
39,61,0.0163934,0.00936262,0.00651946,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
40,60,0.0166667,0.00936227,0.00664947,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
41,60,0.0166667,0.00954893,0.00671834,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
42,61,0.0163934,0.00936253,0.00671664,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
43,60,0.0166667,0.00955286,0.00657798,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
44,60,0.0166667,0.00955245,0.00667632,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
45,61,0.0163934,0.00936179,0.00662464,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
46,60,0.0166667,0.00955206,0.00657616,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
47,61,0.0163934,0.00936093,0.00662256,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
48,60,0.0166667,0.00936202,0.00665251,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
49,60,0.0166667,0.00956131,0.00661542,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
50,60,0.0166667,0.00955002,0.0065985,1901568,1901568,0,0,950784,0,0,63,0.5,0,0,
